alpha,alpha3,average_cost,batch_size,critic1 error,critic2 error,entropy,eplenmean,eplrewmean,eprewmean,lr_a,lr_c,lr_l,lyapunov error,lyapunov_lambda,policy_loss,target_entropy,tau,total_timesteps
0.023552194,,0.12205692107923123,,1.3587443,1.396563,-0.90253526,250.0,0.0,30.514230269807808,2.5628333333333333e-05,7.688499999999998e-05,7.688499999999998e-05,4.556718,1.0,11.44208,,,223232
0.023030233,,0.1040136486102784,,1.135585,1.1484839,-0.91352904,250.0,0.0,26.0034121525696,2.4961666666666672e-05,7.488500000000001e-05,7.488500000000001e-05,4.007917,1.0,11.34146,,,225280
0.022854049,,0.06192516146472523,,0.7685862,0.79541093,-0.97332466,250.0,0.0,15.481290366181307,2.4295e-05,7.288499999999999e-05,7.288499999999999e-05,3.7870479,1.0,11.290604,,,227328
0.022651296,,0.08999096702730425,,0.9182124,0.9317271,-0.92652977,250.0,0.0,22.497741756826063,2.3545000000000006e-05,7.0635e-05,7.0635e-05,4.2728834,1.0,11.415283,,,229376
0.022334006,,0.09967967125731285,,0.7232415,0.7421731,-0.92873967,250.0,0.0,24.919917814328212,2.2878333333333334e-05,6.8635e-05,6.8635e-05,5.1161633,1.0,11.434722,,,231424
0.022176925,,0.12458455114319732,,0.40881458,0.44938773,-0.99339944,250.0,0.0,31.14613778579933,2.2211666666666663e-05,6.663499999999999e-05,6.663499999999999e-05,4.8681135,1.0,11.30331,,,233472
0.022159789,,0.10488154585585616,,0.6240569,0.6539631,-0.98727787,250.0,0.0,26.22038646396404,2.1545000000000005e-05,6.463500000000001e-05,6.463500000000001e-05,4.8587327,1.0,11.385683,,,235520
0.022009134,,0.11776020680016555,,0.9291485,0.99751014,-0.97133905,250.0,0.0,29.440051700041387,2.0878333333333333e-05,6.263499999999999e-05,6.263499999999999e-05,4.6634393,1.0,11.273793,,,237568
0.021868497,,0.07819933123091852,,0.93354523,0.96250594,-0.9660183,250.0,0.0,19.54983280772963,2.021166666666666e-05,6.063499999999998e-05,6.063499999999998e-05,4.4221754,1.0,11.217671,,,239616
0.021569986,,0.10557180047918849,,0.64452183,0.66117483,-0.8994417,250.0,0.0,26.39295011979712,1.9461666666666667e-05,5.838499999999999e-05,5.838499999999999e-05,3.050831,1.0,10.780211,,,241664
0.021357127,,0.13886339998482247,,0.9374016,0.9642807,-0.9820515,250.0,0.0,34.71584999620562,1.8794999999999995e-05,5.638499999999998e-05,5.638499999999998e-05,4.455164,1.0,11.234339,,,243712
0.021342155,,0.10623284991104626,,1.085957,1.0728695,-1.0050292,250.0,0.0,26.558212477761565,1.8128333333333337e-05,5.4385e-05,5.4385e-05,4.720385,1.0,11.34289,,,245760
0.021322075,,0.12523938390299907,,0.70658493,0.75083745,-0.9668215,250.0,0.0,31.309845975749766,1.7461666666666666e-05,5.238499999999999e-05,5.238499999999999e-05,3.876332,1.0,11.074071,,,247808
0.021204613,,0.1304127557375699,,0.80616885,0.84748554,-0.98282945,250.0,0.0,32.60318893439248,1.6795000000000004e-05,5.0385000000000006e-05,5.0385000000000006e-05,5.6535296,1.0,11.194166,,,249856
0.021037908,,0.08951871426593011,,0.56515914,0.5823062,-0.9785882,250.0,0.0,22.37967856648253,1.6045e-05,4.813499999999999e-05,4.813499999999999e-05,4.3560133,1.0,11.012565,,,251904
0.020905934,,0.10326599097838914,,0.78544265,0.79825306,-0.9631823,250.0,0.0,25.816497744597285,1.5378333333333338e-05,4.613500000000001e-05,4.613500000000001e-05,4.1496153,1.0,10.998772,,,253952
0.020871567,,0.11510424109171993,,0.95149726,0.9859722,-0.9643892,250.0,0.0,28.776060272929982,1.4711666666666668e-05,4.4135e-05,4.4135e-05,3.9844356,1.0,10.7535305,,,256000
0.020779291,,0.12229984195352715,,1.1697042,1.2012011,-0.9302276,250.0,0.0,30.574960488381787,1.4044999999999997e-05,4.213499999999999e-05,4.213499999999999e-05,3.8714175,1.0,10.79363,,,258048
