alpha,alpha3,average_cost,batch_size,critic1 error,critic2 error,entropy,eplenmean,eplrewmean,eprewmean,lr_a,lr_c,lr_l,lyapunov error,lyapunov_lambda,policy_loss,target_entropy,tau,total_timesteps
0.020632386,,0.11720865198742392,,1.1724746,1.206586,-0.96986085,250.0,0.0,29.30216299685598,1.3378333333333337e-05,4.013500000000001e-05,4.013500000000001e-05,4.0554647,1.0,10.903818,,,260096
0.020634899,,0.12396978362055718,,0.6916557,0.6997067,-1.023553,250.0,0.0,30.992445905139295,1.262833333333333e-05,3.788499999999999e-05,3.788499999999999e-05,3.966814,1.0,10.79054,,,262144
0.020709869,,0.08532782448706147,,0.6117438,0.6168574,-1.0087106,250.0,0.0,21.33195612176537,1.1961666666666671e-05,3.5885000000000006e-05,3.5885000000000006e-05,3.9836116,1.0,10.747783,,,264192
0.020656899,,0.11349033298178532,,0.6003378,0.59846276,-0.96692735,250.0,0.0,28.37258324544633,1.1295e-05,3.3885e-05,3.3885e-05,3.5194068,1.0,10.879654,,,266240
0.020549377,,0.09872171959229506,,0.9700904,1.0068338,-0.972129,250.0,0.0,24.680429898073765,1.062833333333333e-05,3.1884999999999984e-05,3.1884999999999984e-05,3.9115205,1.0,10.990015,,,268288
0.020526964,,0.08134358727142836,,0.52597094,0.5300295,-0.9943473,250.0,0.0,20.33589681785709,9.96166666666667e-06,2.9885000000000003e-05,2.9885000000000003e-05,4.0240083,1.0,10.84665,,,270336
0.020607557,,0.126709293392449,,1.2816485,1.2730867,-1.0656536,250.0,0.0,31.677323348112246,9.211666666666663e-06,2.7634999999999985e-05,2.7634999999999985e-05,4.533261,1.0,10.843154,,,272384
0.020744104,,0.11398078082741729,,0.6384907,0.6551968,-1.0509742,250.0,0.0,28.495195206854323,8.545000000000004e-06,2.5635000000000004e-05,2.5635000000000004e-05,3.7053928,1.0,10.593145,,,274432
0.020815283,,0.09867583725626798,,0.56789345,0.5960287,-1.0326774,250.0,0.0,24.668959314066996,7.878333333333332e-06,2.3634999999999993e-05,2.3634999999999993e-05,3.633482,1.0,10.6540785,,,276480
0.020887015,,0.13213859115028942,,0.8897058,0.90034497,-1.0466976,250.0,0.0,33.034647787572354,7.2116666666666724e-06,2.1635000000000012e-05,2.1635000000000012e-05,3.116015,1.0,10.749708,,,278528
0.020969009,,0.0808871553169108,,0.8143021,0.8293993,-1.043045,250.0,0.0,20.2217888292277,6.545000000000001e-06,1.9635e-05,1.9635e-05,3.4897437,1.0,10.619429,,,280576
0.021052489,,0.11072908610998138,,1.1817598,1.2011378,-1.0726007,250.0,0.0,27.682271527495345,5.7949999999999945e-06,1.7384999999999983e-05,1.7384999999999983e-05,3.5127864,1.0,10.611082,,,282624
0.021120448,,0.16843312255496706,,0.53953594,0.5698992,-1.0394958,250.0,0.0,42.10828063874177,5.128333333333335e-06,1.5385000000000003e-05,1.5385000000000003e-05,4.1428304,1.0,10.752234,,,284672
0.021155579,,0.1097379526081407,,0.59388983,0.61992824,-0.9979552,250.0,0.0,27.434488152035176,4.461666666666664e-06,1.338499999999999e-05,1.338499999999999e-05,3.549242,1.0,10.574165,,,286720
0.021190787,,0.11223808543193352,,0.5792277,0.606836,-1.0291101,250.0,0.0,28.059521357983378,3.795000000000004e-06,1.138500000000001e-05,1.138500000000001e-05,3.4984715,1.0,10.662611,,,288768
0.021219332,,0.12906618227733588,,1.1025299,1.1565268,-1.0469077,250.0,0.0,32.26654556933397,3.128333333333333e-06,9.384999999999997e-06,9.384999999999997e-06,3.3381476,1.0,10.674181,,,290816
0.021245658,,0.11892145256598671,,0.83619213,0.8780187,-1.0523083,250.0,0.0,29.730363141496678,2.461666666666662e-06,7.384999999999985e-06,7.384999999999985e-06,3.9782703,1.0,10.890355,,,292864
0.021267258,,0.14355481047879093,,0.677343,0.71095616,-1.0276873,250.0,0.0,35.88870261969773,1.711666666666667e-06,5.135e-06,5.135e-06,2.8312082,1.0,10.536044,,,294912
0.02128316,,0.13316582525966697,,0.8031491,0.8219576,-1.0462993,250.0,0.0,33.29145631491674,1.044999999999996e-06,3.1349999999999873e-06,3.1349999999999873e-06,3.1820667,1.0,10.523356,,,296960
0.021296144,,0.10871379194347185,,0.9720645,1.0263383,-1.0273515,250.0,0.0,27.17844798586796,3.783333333333361e-07,1.1350000000000082e-06,1.1350000000000082e-06,4.0493684,1.0,10.5594845,,,299008
